Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
camisa-vasco-home-2526,,,,,,,,M,CAMISA-VASCO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-home-2526,,,,,,,,G,CAMISA-VASCO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-home-2526,,,,,,,,GG,CAMISA-VASCO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-home-2526,,,,,,,,XGG,CAMISA-VASCO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-away-2526,"Camisa Vasco da Gama Away 2025/26","<p>Camisa oficial Camisa Vasco da Gama Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,vasco,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-VASCO-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-away-2526,,,,,,,,M,CAMISA-VASCO-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-away-2526,,,,,,,,G,CAMISA-VASCO-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-away-2526,,,,,,,,GG,CAMISA-VASCO-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-away-2526,,,,,,,,XGG,CAMISA-VASCO-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-home-2526,"Camisa Gremio Home 2025/26","<p>Camisa oficial Camisa Gremio Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,gremio,rio-grande-do-sul",TRUE,Tamanho,P,CAMISA-GREMIO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-home-2526,,,,,,,,M,CAMISA-GREMIO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-home-2526,,,,,,,,G,CAMISA-GREMIO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-home-2526,,,,,,,,GG,CAMISA-GREMIO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-home-2526,,,,,,,,XGG,CAMISA-GREMIO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-away-2526,"Camisa Gremio Away 2025/26","<p>Camisa oficial Camisa Gremio Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,gremio,rio-grande-do-sul",TRUE,Tamanho,P,CAMISA-GREMIO-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-away-2526,,,,,,,,M,CAMISA-GREMIO-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-away-2526,,,,,,,,G,CAMISA-GREMIO-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-away-2526,,,,,,,,GG,CAMISA-GREMIO-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-gremio-away-2526,,,,,,,,XGG,CAMISA-GREMIO-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-home-2526,"Camisa Internacional Home 2025/26","<p>Camisa oficial Camisa Internacional Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,internacional,rio-grande-do-sul",TRUE,Tamanho,P,CAMISA-INTERNACIONAL-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-home-2526,,,,,,,,M,CAMISA-INTERNACIONAL-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-home-2526,,,,,,,,G,CAMISA-INTERNACIONAL-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-home-2526,,,,,,,,GG,CAMISA-INTERNACIONAL-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-home-2526,,,,,,,,XGG,CAMISA-INTERNACIONAL-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-away-2526,"Camisa Internacional Away 2025/26","<p>Camisa oficial Camisa Internacional Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,internacional,rio-grande-do-sul",TRUE,Tamanho,P,CAMISA-INTERNACIONAL-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-away-2526,,,,,,,,M,CAMISA-INTERNACIONAL-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-away-2526,,,,,,,,G,CAMISA-INTERNACIONAL-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-away-2526,,,,,,,,GG,CAMISA-INTERNACIONAL-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-internacional-away-2526,,,,,,,,XGG,CAMISA-INTERNACIONAL-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-home-2526,"Camisa Atletico Mineiro Home 2025/26","<p>Camisa oficial Camisa Atletico Mineiro Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,atletico-mg,minas-gerais",TRUE,Tamanho,P,CAMISA-ATLETICO-MG-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-home-2526,,,,,,,,M,CAMISA-ATLETICO-MG-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-home-2526,,,,,,,,G,CAMISA-ATLETICO-MG-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-home-2526,,,,,,,,GG,CAMISA-ATLETICO-MG-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-home-2526,,,,,,,,XGG,CAMISA-ATLETICO-MG-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-away-2526,"Camisa Atletico Mineiro Away 2025/26","<p>Camisa oficial Camisa Atletico Mineiro Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,atletico-mg,minas-gerais",TRUE,Tamanho,P,CAMISA-ATLETICO-MG-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-away-2526,,,,,,,,M,CAMISA-ATLETICO-MG-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-away-2526,,,,,,,,G,CAMISA-ATLETICO-MG-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-away-2526,,,,,,,,GG,CAMISA-ATLETICO-MG-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-atletico-mg-away-2526,,,,,,,,XGG,CAMISA-ATLETICO-MG-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-cruzeiro-home-2526,"Camisa Cruzeiro Home 2025/26","<p>Camisa oficial Camisa Cruzeiro Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,cruzeiro,minas-gerais",TRUE,Tamanho,P,CAMISA-CRUZEIRO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-cruzeiro-home-2526,,,,,,,,M,CAMISA-CRUZEIRO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-cruzeiro-home-2526,,,,,,,,G,CAMISA-CRUZEIRO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-cruzeiro-home-2526,,,,,,,,GG,CAMISA-CRUZEIRO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-cruzeiro-home-2526,,,,,,,,XGG,CAMISA-CRUZEIRO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-home-2526,"Camisa Fluminense Home 2025/26","<p>Camisa oficial Camisa Fluminense Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,fluminense,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-FLUMINENSE-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-home-2526,,,,,,,,M,CAMISA-FLUMINENSE-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-home-2526,,,,,,,,G,CAMISA-FLUMINENSE-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-home-2526,,,,,,,,GG,CAMISA-FLUMINENSE-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-home-2526,,,,,,,,XGG,CAMISA-FLUMINENSE-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-away-2526,"Camisa Fluminense Away 2025/26","<p>Camisa oficial Camisa Fluminense Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,fluminense,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-FLUMINENSE-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-away-2526,,,,,,,,M,CAMISA-FLUMINENSE-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-away-2526,,,,,,,,G,CAMISA-FLUMINENSE-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-away-2526,,,,,,,,GG,CAMISA-FLUMINENSE-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fluminense-away-2526,,,,,,,,XGG,CAMISA-FLUMINENSE-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-santos-home-2526,"Camisa Santos Home 2025/26","<p>Camisa oficial Camisa Santos Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,santos,sao-paulo",TRUE,Tamanho,P,CAMISA-SANTOS-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-santos-home-2526,,,,,,,,M,CAMISA-SANTOS-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-santos-home-2526,,,,,,,,G,CAMISA-SANTOS-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-santos-home-2526,,,,,,,,GG,CAMISA-SANTOS-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-santos-home-2526,,,,,,,,XGG,CAMISA-SANTOS-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fortaleza-home-2526,"Camisa Fortaleza Home 2025/26","<p>Camisa oficial Camisa Fortaleza Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,fortaleza,ceara",TRUE,Tamanho,P,CAMISA-FORTALEZA-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fortaleza-home-2526,,,,,,,,M,CAMISA-FORTALEZA-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fortaleza-home-2526,,,,,,,,G,CAMISA-FORTALEZA-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fortaleza-home-2526,,,,,,,,GG,CAMISA-FORTALEZA-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-fortaleza-home-2526,,,,,,,,XGG,CAMISA-FORTALEZA-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-bahia-home-2526,"Camisa Bahia Home 2025/26","<p>Camisa oficial Camisa Bahia Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,bahia,nordeste",TRUE,Tamanho,P,CAMISA-BAHIA-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-bahia-home-2526,,,,,,,,M,CAMISA-BAHIA-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-bahia-home-2526,,,,,,,,G,CAMISA-BAHIA-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-bahia-home-2526,,,,,,,,GG,CAMISA-BAHIA-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-bahia-home-2526,,,,,,,,XGG,CAMISA-BAHIA-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-home-2526,"Camisa Real Madrid Home 2025/26","<p>Camisa oficial Camisa Real Madrid Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,real-madrid,espanha,la-liga",TRUE,Tamanho,P,CAMISA-REAL-MADRID-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-home-2526,,,,,,,,M,CAMISA-REAL-MADRID-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-home-2526,,,,,,,,G,CAMISA-REAL-MADRID-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-home-2526,,,,,,,,GG,CAMISA-REAL-MADRID-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-home-2526,,,,,,,,XGG,CAMISA-REAL-MADRID-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-away-2526,"Camisa Real Madrid Away 2025/26","<p>Camisa oficial Camisa Real Madrid Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,real-madrid,espanha,la-liga",TRUE,Tamanho,P,CAMISA-REAL-MADRID-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-away-2526,,,,,,,,M,CAMISA-REAL-MADRID-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-away-2526,,,,,,,,G,CAMISA-REAL-MADRID-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-away-2526,,,,,,,,GG,CAMISA-REAL-MADRID-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-real-madrid-away-2526,,,,,,,,XGG,CAMISA-REAL-MADRID-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-home-2526,"Camisa Barcelona Home 2025/26","<p>Camisa oficial Camisa Barcelona Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,barcelona,espanha,la-liga",TRUE,Tamanho,P,CAMISA-BARCELONA-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-home-2526,,,,,,,,M,CAMISA-BARCELONA-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-home-2526,,,,,,,,G,CAMISA-BARCELONA-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-home-2526,,,,,,,,GG,CAMISA-BARCELONA-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-home-2526,,,,,,,,XGG,CAMISA-BARCELONA-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-away-2526,"Camisa Barcelona Away 2025/26","<p>Camisa oficial Camisa Barcelona Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,barcelona,espanha,la-liga",TRUE,Tamanho,P,CAMISA-BARCELONA-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-away-2526,,,,,,,,M,CAMISA-BARCELONA-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-away-2526,,,,,,,,G,CAMISA-BARCELONA-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-away-2526,,,,,,,,GG,CAMISA-BARCELONA-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-barcelona-away-2526,,,,,,,,XGG,CAMISA-BARCELONA-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-home-2526,"Camisa PSG Home 2025/26","<p>Camisa oficial Camisa PSG Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,psg,franca,ligue-1",TRUE,Tamanho,P,CAMISA-PSG-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-home-2526,,,,,,,,M,CAMISA-PSG-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-home-2526,,,,,,,,G,CAMISA-PSG-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-home-2526,,,,,,,,GG,CAMISA-PSG-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-home-2526,,,,,,,,XGG,CAMISA-PSG-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-away-2526,"Camisa PSG Away 2025/26","<p>Camisa oficial Camisa PSG Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,psg,franca,ligue-1",TRUE,Tamanho,P,CAMISA-PSG-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-away-2526,,,,,,,,M,CAMISA-PSG-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-away-2526,,,,,,,,G,CAMISA-PSG-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-away-2526,,,,,,,,GG,CAMISA-PSG-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-psg-away-2526,,,,,,,,XGG,CAMISA-PSG-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-home-2526,"Camisa Manchester City Home 2025/26","<p>Camisa oficial Camisa Manchester City Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,manchester-city,inglaterra,premier-league",TRUE,Tamanho,P,CAMISA-MANCHESTER-CITY-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-home-2526,,,,,,,,M,CAMISA-MANCHESTER-CITY-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-home-2526,,,,,,,,G,CAMISA-MANCHESTER-CITY-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-home-2526,,,,,,,,GG,CAMISA-MANCHESTER-CITY-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-home-2526,,,,,,,,XGG,CAMISA-MANCHESTER-CITY-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-away-2526,"Camisa Manchester City Away 2025/26","<p>Camisa oficial Camisa Manchester City Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,manchester-city,inglaterra,premier-league",TRUE,Tamanho,P,CAMISA-MANCHESTER-CITY-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-away-2526,,,,,,,,M,CAMISA-MANCHESTER-CITY-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-away-2526,,,,,,,,G,CAMISA-MANCHESTER-CITY-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-away-2526,,,,,,,,GG,CAMISA-MANCHESTER-CITY-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-manchester-city-away-2526,,,,,,,,XGG,CAMISA-MANCHESTER-CITY-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-home-2526,"Camisa Liverpool Home 2025/26","<p>Camisa oficial Camisa Liverpool Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,liverpool,inglaterra,premier-league",TRUE,Tamanho,P,CAMISA-LIVERPOOL-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-home-2526,,,,,,,,M,CAMISA-LIVERPOOL-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-home-2526,,,,,,,,G,CAMISA-LIVERPOOL-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-home-2526,,,,,,,,GG,CAMISA-LIVERPOOL-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-home-2526,,,,,,,,XGG,CAMISA-LIVERPOOL-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-away-2526,"Camisa Liverpool Away 2025/26","<p>Camisa oficial Camisa Liverpool Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Europeus,"clubes-europeus,liverpool,inglaterra,premier-league",TRUE,Tamanho,P,CAMISA-LIVERPOOL-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-away-2526,,,,,,,,M,CAMISA-LIVERPOOL-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-away-2526,,,,,,,,G,CAMISA-LIVERPOOL-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-away-2526,,,,,,,,GG,CAMISA-LIVERPOOL-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-liverpool-away-2526,,,,,,,,XGG,CAMISA-LIVERPOOL-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
