Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Status,Image Src,Image Position,Image Alt Text
celtic,Celtic,"<p>Camisa Celtic — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,celtic-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\celtic\imagem-principal.jpg,1,Celtic
celtic,,,,,,,,Tamanho,M,celtic-M,179.90,100,deny,manual,TRUE,,,,
celtic,,,,,,,,Tamanho,G,celtic-G,179.90,100,deny,manual,TRUE,,,,
celtic,,,,,,,,Tamanho,GG,celtic-GG,179.90,100,deny,manual,TRUE,,,,
celtic,,,,,,,,Tamanho,XG,celtic-XG,179.90,100,deny,manual,TRUE,,,,
colo-colo,Colo Colo,"<p>Camisa Colo Colo — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,colo-colo-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\colo-colo\imagem-principal.jpg,1,Colo Colo
colo-colo,,,,,,,,Tamanho,M,colo-colo-M,179.90,100,deny,manual,TRUE,,,,
colo-colo,,,,,,,,Tamanho,G,colo-colo-G,179.90,100,deny,manual,TRUE,,,,
colo-colo,,,,,,,,Tamanho,GG,colo-colo-GG,179.90,100,deny,manual,TRUE,,,,
colo-colo,,,,,,,,Tamanho,XG,colo-colo-XG,179.90,100,deny,manual,TRUE,,,,
copenhagen,Copenhagen,"<p>Camisa Copenhagen — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,copenhagen-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\copenhagen\imagem-principal.jpg,1,Copenhagen
copenhagen,,,,,,,,Tamanho,M,copenhagen-M,179.90,100,deny,manual,TRUE,,,,
copenhagen,,,,,,,,Tamanho,G,copenhagen-G,179.90,100,deny,manual,TRUE,,,,
copenhagen,,,,,,,,Tamanho,GG,copenhagen-GG,179.90,100,deny,manual,TRUE,,,,
copenhagen,,,,,,,,Tamanho,XG,copenhagen-XG,179.90,100,deny,manual,TRUE,,,,
dinamo-zagreb,Dínamo Zagreb,"<p>Camisa Dínamo Zagreb — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,dinamo-zagreb-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\dinamo-zagreb\imagem-principal.png,1,Dínamo Zagreb
dinamo-zagreb,,,,,,,,Tamanho,M,dinamo-zagreb-M,179.90,100,deny,manual,TRUE,,,,
dinamo-zagreb,,,,,,,,Tamanho,G,dinamo-zagreb-G,179.90,100,deny,manual,TRUE,,,,
dinamo-zagreb,,,,,,,,Tamanho,GG,dinamo-zagreb-GG,179.90,100,deny,manual,TRUE,,,,
dinamo-zagreb,,,,,,,,Tamanho,XG,dinamo-zagreb-XG,179.90,100,deny,manual,TRUE,,,,
estudiantes,Estudiantes,"<p>Camisa Estudiantes — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,estudiantes-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\estudiantes\imagem-principal.jpg,1,Estudiantes
estudiantes,,,,,,,,Tamanho,M,estudiantes-M,179.90,100,deny,manual,TRUE,,,,
estudiantes,,,,,,,,Tamanho,G,estudiantes-G,179.90,100,deny,manual,TRUE,,,,
estudiantes,,,,,,,,Tamanho,GG,estudiantes-GG,179.90,100,deny,manual,TRUE,,,,
estudiantes,,,,,,,,Tamanho,XG,estudiantes-XG,179.90,100,deny,manual,TRUE,,,,
fenerbahce,Fenerbahçe,"<p>Camisa Fenerbahçe — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,fenerbahce-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\fenerbahce\imagem-principal.jpg,1,Fenerbahçe
fenerbahce,,,,,,,,Tamanho,M,fenerbahce-M,179.90,100,deny,manual,TRUE,,,,
fenerbahce,,,,,,,,Tamanho,G,fenerbahce-G,179.90,100,deny,manual,TRUE,,,,
fenerbahce,,,,,,,,Tamanho,GG,fenerbahce-GG,179.90,100,deny,manual,TRUE,,,,
fenerbahce,,,,,,,,Tamanho,XG,fenerbahce-XG,179.90,100,deny,manual,TRUE,,,,
feyenoord,Feyenoord,"<p>Camisa Feyenoord — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,feyenoord-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\feyenoord\imagem-principal.jpg,1,Feyenoord
feyenoord,,,,,,,,Tamanho,M,feyenoord-M,179.90,100,deny,manual,TRUE,,,,
feyenoord,,,,,,,,Tamanho,G,feyenoord-G,179.90,100,deny,manual,TRUE,,,,
feyenoord,,,,,,,,Tamanho,GG,feyenoord-GG,179.90,100,deny,manual,TRUE,,,,
feyenoord,,,,,,,,Tamanho,XG,feyenoord-XG,179.90,100,deny,manual,TRUE,,,,
galatasaray,Galatasaray,"<p>Camisa Galatasaray — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,galatasaray-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\galatasaray\imagem-principal.jpeg,1,Galatasaray
galatasaray,,,,,,,,Tamanho,M,galatasaray-M,179.90,100,deny,manual,TRUE,,,,
galatasaray,,,,,,,,Tamanho,G,galatasaray-G,179.90,100,deny,manual,TRUE,,,,
galatasaray,,,,,,,,Tamanho,GG,galatasaray-GG,179.90,100,deny,manual,TRUE,,,,
galatasaray,,,,,,,,Tamanho,XG,galatasaray-XG,179.90,100,deny,manual,TRUE,,,,
nacional-uruguai,Nacional Uruguai,"<p>Camisa Nacional Uruguai — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,nacional-uruguai-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\nacional-uruguai\imagem-principal.jpeg,1,Nacional Uruguai
nacional-uruguai,,,,,,,,Tamanho,M,nacional-uruguai-M,179.90,100,deny,manual,TRUE,,,,
nacional-uruguai,,,,,,,,Tamanho,G,nacional-uruguai-G,179.90,100,deny,manual,TRUE,,,,
nacional-uruguai,,,,,,,,Tamanho,GG,nacional-uruguai-GG,179.90,100,deny,manual,TRUE,,,,
nacional-uruguai,,,,,,,,Tamanho,XG,nacional-uruguai-XG,179.90,100,deny,manual,TRUE,,,,
newells-old-boys,Newell's Old Boys,"<p>Camisa Newell's Old Boys — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,newells-old-boys-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\newells-old-boys\imagem-principal.jpg,1,Newell's Old Boys
newells-old-boys,,,,,,,,Tamanho,M,newells-old-boys-M,179.90,100,deny,manual,TRUE,,,,
newells-old-boys,,,,,,,,Tamanho,G,newells-old-boys-G,179.90,100,deny,manual,TRUE,,,,
newells-old-boys,,,,,,,,Tamanho,GG,newells-old-boys-GG,179.90,100,deny,manual,TRUE,,,,
newells-old-boys,,,,,,,,Tamanho,XG,newells-old-boys-XG,179.90,100,deny,manual,TRUE,,,,
olympiacos,Olympiacos,"<p>Camisa Olympiacos — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,olympiacos-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\olympiacos\imagem-principal.jpg,1,Olympiacos
olympiacos,,,,,,,,Tamanho,M,olympiacos-M,179.90,100,deny,manual,TRUE,,,,
olympiacos,,,,,,,,Tamanho,G,olympiacos-G,179.90,100,deny,manual,TRUE,,,,
olympiacos,,,,,,,,Tamanho,GG,olympiacos-GG,179.90,100,deny,manual,TRUE,,,,
olympiacos,,,,,,,,Tamanho,XG,olympiacos-XG,179.90,100,deny,manual,TRUE,,,,
olimpia,Olímpia,"<p>Camisa Olímpia — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,olimpia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\olimpia\imagem-principal.jpg,1,Olímpia
olimpia,,,,,,,,Tamanho,M,olimpia-M,179.90,100,deny,manual,TRUE,,,,
olimpia,,,,,,,,Tamanho,G,olimpia-G,179.90,100,deny,manual,TRUE,,,,
olimpia,,,,,,,,Tamanho,GG,olimpia-GG,179.90,100,deny,manual,TRUE,,,,
olimpia,,,,,,,,Tamanho,XG,olimpia-XG,179.90,100,deny,manual,TRUE,,,,
penarol,Penarol,"<p>Camisa Penarol — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,penarol-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\penarol\imagem-principal.jpg,1,Penarol
penarol,,,,,,,,Tamanho,M,penarol-M,179.90,100,deny,manual,TRUE,,,,
penarol,,,,,,,,Tamanho,G,penarol-G,179.90,100,deny,manual,TRUE,,,,
penarol,,,,,,,,Tamanho,GG,penarol-GG,179.90,100,deny,manual,TRUE,,,,
penarol,,,,,,,,Tamanho,XG,penarol-XG,179.90,100,deny,manual,TRUE,,,,
porto,Porto,"<p>Camisa Porto — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,porto-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\porto\imagem-principal.jpg,1,Porto
porto,,,,,,,,Tamanho,M,porto-M,179.90,100,deny,manual,TRUE,,,,
porto,,,,,,,,Tamanho,G,porto-G,179.90,100,deny,manual,TRUE,,,,
porto,,,,,,,,Tamanho,GG,porto-GG,179.90,100,deny,manual,TRUE,,,,
porto,,,,,,,,Tamanho,XG,porto-XG,179.90,100,deny,manual,TRUE,,,,
psv,Psv,"<p>Camisa Psv — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,psv-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\psv\imagem-principal.jpg,1,Psv
psv,,,,,,,,Tamanho,M,psv-M,179.90,100,deny,manual,TRUE,,,,
psv,,,,,,,,Tamanho,G,psv-G,179.90,100,deny,manual,TRUE,,,,
psv,,,,,,,,Tamanho,GG,psv-GG,179.90,100,deny,manual,TRUE,,,,
psv,,,,,,,,Tamanho,XG,psv-XG,179.90,100,deny,manual,TRUE,,,,
racing,Racing,"<p>Camisa Racing — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,racing-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\racing\imagem-principal.jpg,1,Racing
racing,,,,,,,,Tamanho,M,racing-M,179.90,100,deny,manual,TRUE,,,,
racing,,,,,,,,Tamanho,G,racing-G,179.90,100,deny,manual,TRUE,,,,
racing,,,,,,,,Tamanho,GG,racing-GG,179.90,100,deny,manual,TRUE,,,,
racing,,,,,,,,Tamanho,XG,racing-XG,179.90,100,deny,manual,TRUE,,,,
rangers,Rangers,"<p>Camisa Rangers — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,rangers-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\rangers\imagem-principal.jpg,1,Rangers
rangers,,,,,,,,Tamanho,M,rangers-M,179.90,100,deny,manual,TRUE,,,,
rangers,,,,,,,,Tamanho,G,rangers-G,179.90,100,deny,manual,TRUE,,,,
rangers,,,,,,,,Tamanho,GG,rangers-GG,179.90,100,deny,manual,TRUE,,,,
rangers,,,,,,,,Tamanho,XG,rangers-XG,179.90,100,deny,manual,TRUE,,,,
river-plate,River Plate,"<p>Camisa River Plate — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,river-plate-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\river-plate\imagem-principal.jpg,1,River Plate
river-plate,,,,,,,,Tamanho,M,river-plate-M,179.90,100,deny,manual,TRUE,,,,
river-plate,,,,,,,,Tamanho,G,river-plate-G,179.90,100,deny,manual,TRUE,,,,
river-plate,,,,,,,,Tamanho,GG,river-plate-GG,179.90,100,deny,manual,TRUE,,,,
river-plate,,,,,,,,Tamanho,XG,river-plate-XG,179.90,100,deny,manual,TRUE,,,,
rosario-central,Rosário Central,"<p>Camisa Rosário Central — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,rosario-central-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\rosario-central\imagem-principal.jpg,1,Rosário Central
rosario-central,,,,,,,,Tamanho,M,rosario-central-M,179.90,100,deny,manual,TRUE,,,,
rosario-central,,,,,,,,Tamanho,G,rosario-central-G,179.90,100,deny,manual,TRUE,,,,
rosario-central,,,,,,,,Tamanho,GG,rosario-central-GG,179.90,100,deny,manual,TRUE,,,,
rosario-central,,,,,,,,Tamanho,XG,rosario-central-XG,179.90,100,deny,manual,TRUE,,,,
san-lorenzo,San Lorenzo,"<p>Camisa San Lorenzo — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,san-lorenzo-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\san-lorenzo\imagem-principal.jpg,1,San Lorenzo
san-lorenzo,,,,,,,,Tamanho,M,san-lorenzo-M,179.90,100,deny,manual,TRUE,,,,
san-lorenzo,,,,,,,,Tamanho,G,san-lorenzo-G,179.90,100,deny,manual,TRUE,,,,
san-lorenzo,,,,,,,,Tamanho,GG,san-lorenzo-GG,179.90,100,deny,manual,TRUE,,,,
san-lorenzo,,,,,,,,Tamanho,XG,san-lorenzo-XG,179.90,100,deny,manual,TRUE,,,,
shaktar-donetsk,Shaktar Donetsk,"<p>Camisa Shaktar Donetsk — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,shaktar-donetsk-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\shaktar-donetsk\imagem-principal.jpg,1,Shaktar Donetsk
shaktar-donetsk,,,,,,,,Tamanho,M,shaktar-donetsk-M,179.90,100,deny,manual,TRUE,,,,
shaktar-donetsk,,,,,,,,Tamanho,G,shaktar-donetsk-G,179.90,100,deny,manual,TRUE,,,,
shaktar-donetsk,,,,,,,,Tamanho,GG,shaktar-donetsk-GG,179.90,100,deny,manual,TRUE,,,,
shaktar-donetsk,,,,,,,,Tamanho,XG,shaktar-donetsk-XG,179.90,100,deny,manual,TRUE,,,,
sporting,Sporting,"<p>Camisa Sporting — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,sporting-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\sporting\imagem-principal.jpg,1,Sporting
sporting,,,,,,,,Tamanho,M,sporting-M,179.90,100,deny,manual,TRUE,,,,
sporting,,,,,,,,Tamanho,G,sporting-G,179.90,100,deny,manual,TRUE,,,,
sporting,,,,,,,,Tamanho,GG,sporting-GG,179.90,100,deny,manual,TRUE,,,,
sporting,,,,,,,,Tamanho,XG,sporting-XG,179.90,100,deny,manual,TRUE,,,,
universidad-de-chile,Universidad de Chile,"<p>Camisa Universidad de Chile — modelo Fan. Coleção Sul Americanos. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Sul Americanos",TRUE,Tamanho,P,universidad-de-chile-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SUL AMERICANOS\universidad-de-chile\imagem-principal.jpg,1,Universidad de Chile
universidad-de-chile,,,,,,,,Tamanho,M,universidad-de-chile-M,179.90,100,deny,manual,TRUE,,,,
universidad-de-chile,,,,,,,,Tamanho,G,universidad-de-chile-G,179.90,100,deny,manual,TRUE,,,,
universidad-de-chile,,,,,,,,Tamanho,GG,universidad-de-chile-GG,179.90,100,deny,manual,TRUE,,,,
universidad-de-chile,,,,,,,,Tamanho,XG,universidad-de-chile-XG,179.90,100,deny,manual,TRUE,,,,
atlanta-hawks,Atlanta Hawks,"<p>Camisa Atlanta Hawks — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,atlanta-hawks-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\atlanta-hawks\imagem-principal.jpg,1,Atlanta Hawks
atlanta-hawks,,,,,,,,Tamanho,M,atlanta-hawks-M,239.90,100,deny,manual,TRUE,,,,
atlanta-hawks,,,,,,,,Tamanho,G,atlanta-hawks-G,239.90,100,deny,manual,TRUE,,,,
atlanta-hawks,,,,,,,,Tamanho,GG,atlanta-hawks-GG,239.90,100,deny,manual,TRUE,,,,
atlanta-hawks,,,,,,,,Tamanho,XG,atlanta-hawks-XG,239.90,100,deny,manual,TRUE,,,,
boston-celtics,Boston Celtics,"<p>Camisa Boston Celtics — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,boston-celtics-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\boston-celtics\imagem-principal.jpg,1,Boston Celtics
boston-celtics,,,,,,,,Tamanho,M,boston-celtics-M,239.90,100,deny,manual,TRUE,,,,
boston-celtics,,,,,,,,Tamanho,G,boston-celtics-G,239.90,100,deny,manual,TRUE,,,,
boston-celtics,,,,,,,,Tamanho,GG,boston-celtics-GG,239.90,100,deny,manual,TRUE,,,,
boston-celtics,,,,,,,,Tamanho,XG,boston-celtics-XG,239.90,100,deny,manual,TRUE,,,,
brooklyn-nets,Brooklyn Nets,"<p>Camisa Brooklyn Nets — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,brooklyn-nets-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\brooklyn-nets\imagem-principal.jpg,1,Brooklyn Nets
brooklyn-nets,,,,,,,,Tamanho,M,brooklyn-nets-M,239.90,100,deny,manual,TRUE,,,,
brooklyn-nets,,,,,,,,Tamanho,G,brooklyn-nets-G,239.90,100,deny,manual,TRUE,,,,
brooklyn-nets,,,,,,,,Tamanho,GG,brooklyn-nets-GG,239.90,100,deny,manual,TRUE,,,,
brooklyn-nets,,,,,,,,Tamanho,XG,brooklyn-nets-XG,239.90,100,deny,manual,TRUE,,,,
charlotte-hornets,Charlotte Hornets,"<p>Camisa Charlotte Hornets — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,charlotte-hornets-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\charlotte-hornets\imagem-principal.jpg,1,Charlotte Hornets
charlotte-hornets,,,,,,,,Tamanho,M,charlotte-hornets-M,239.90,100,deny,manual,TRUE,,,,
charlotte-hornets,,,,,,,,Tamanho,G,charlotte-hornets-G,239.90,100,deny,manual,TRUE,,,,
charlotte-hornets,,,,,,,,Tamanho,GG,charlotte-hornets-GG,239.90,100,deny,manual,TRUE,,,,
charlotte-hornets,,,,,,,,Tamanho,XG,charlotte-hornets-XG,239.90,100,deny,manual,TRUE,,,,
chicago-bulls,Chicago Bulls,"<p>Camisa Chicago Bulls — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,chicago-bulls-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\chicago-bulls\imagem-principal.jpg,1,Chicago Bulls
chicago-bulls,,,,,,,,Tamanho,M,chicago-bulls-M,239.90,100,deny,manual,TRUE,,,,
chicago-bulls,,,,,,,,Tamanho,G,chicago-bulls-G,239.90,100,deny,manual,TRUE,,,,
chicago-bulls,,,,,,,,Tamanho,GG,chicago-bulls-GG,239.90,100,deny,manual,TRUE,,,,
chicago-bulls,,,,,,,,Tamanho,XG,chicago-bulls-XG,239.90,100,deny,manual,TRUE,,,,
cleveland-cavaliers,Cleveland Cavaliers,"<p>Camisa Cleveland Cavaliers — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,cleveland-cavaliers-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\cleveland-cavaliers\imagem-principal.jpg,1,Cleveland Cavaliers
cleveland-cavaliers,,,,,,,,Tamanho,M,cleveland-cavaliers-M,239.90,100,deny,manual,TRUE,,,,
cleveland-cavaliers,,,,,,,,Tamanho,G,cleveland-cavaliers-G,239.90,100,deny,manual,TRUE,,,,
cleveland-cavaliers,,,,,,,,Tamanho,GG,cleveland-cavaliers-GG,239.90,100,deny,manual,TRUE,,,,
cleveland-cavaliers,,,,,,,,Tamanho,XG,cleveland-cavaliers-XG,239.90,100,deny,manual,TRUE,,,,
denver-nuggets,Denver Nuggets,"<p>Camisa Denver Nuggets — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,denver-nuggets-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\denver-nuggets\imagem-principal.jpg,1,Denver Nuggets
denver-nuggets,,,,,,,,Tamanho,M,denver-nuggets-M,239.90,100,deny,manual,TRUE,,,,
denver-nuggets,,,,,,,,Tamanho,G,denver-nuggets-G,239.90,100,deny,manual,TRUE,,,,
denver-nuggets,,,,,,,,Tamanho,GG,denver-nuggets-GG,239.90,100,deny,manual,TRUE,,,,
denver-nuggets,,,,,,,,Tamanho,XG,denver-nuggets-XG,239.90,100,deny,manual,TRUE,,,,
detroit-pistons,Detroit Pistons,"<p>Camisa Detroit Pistons — modelo NBA. Coleção NBA. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,NBA,"Basquete, NBA",TRUE,Tamanho,P,detroit-pistons-P,239.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\NBA\detroit-pistons\imagem-principal.jpg,1,Detroit Pistons
