"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"oakley-bart-wolf","Oakley Bart Wolf","<h2>Oakley Bart Wolf</h2>
<p>Oakley Bart Wolf com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","1818181811223322","150","shopify","4","deny","manual","129.90","","TRUE","TRUE","","1","Oakley Bart Wolf","FALSE","Oakley Bart Wolf | Deroche Mantos","Compre Oakley Bart Wolf na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-brx","Oakley BRX","<h2>Oakley BRX</h2>
<p>Oakley BRX com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","192919328","150","shopify","9","deny","manual","149.90","","TRUE","TRUE","","1","Oakley BRX","FALSE","Oakley BRX | Deroche Mantos","Compre Oakley BRX na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-casual-metal","Oakley Casual Metal","<h2>Oakley Casual Metal</h2>
<p>Oakley Casual Metal com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","8128181818","150","shopify","8","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Casual Metal","FALSE","Oakley Casual Metal | Deroche Mantos","Compre Oakley Casual Metal na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-chaminade","Oakley Chaminade","<h2>Oakley Chaminade</h2>
<p>Oakley Chaminade com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","28282821122233","150","shopify","5","deny","manual","139.90","","TRUE","TRUE","","1","Oakley Chaminade","FALSE","Oakley Chaminade | Deroche Mantos","Compre Oakley Chaminade na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-eye-jacket","Oakley Eye Jacket","<h2>Oakley Eye Jacket</h2>
<p>Oakley Eye Jacket com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","1838282281","150","shopify","7","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Eye Jacket","FALSE","Oakley Eye Jacket | Deroche Mantos","Compre Oakley Eye Jacket na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-flak","Oakley Flak","<h2>Oakley Flak</h2>
<p>Oakley Flak com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","135522","150","shopify","5","deny","manual","99.90","","TRUE","TRUE","","1","Oakley Flak","FALSE","Oakley Flak | Deroche Mantos","Compre Oakley Flak na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-gascan","Oakley Gascan","<h2>Oakley Gascan</h2>
<p>Oakley Gascan com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","19282828281","150","shopify","5","deny","manual","119.90","","TRUE","TRUE","","1","Oakley Gascan","FALSE","Oakley Gascan | Deroche Mantos","Compre Oakley Gascan na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-guadalupe","Oakley Guadalupe","<h2>Oakley Guadalupe</h2>
<p>Oakley Guadalupe com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","182811818","150","shopify","4","deny","manual","129.90","","TRUE","TRUE","","1","Oakley Guadalupe","FALSE","Oakley Guadalupe | Deroche Mantos","Compre Oakley Guadalupe na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-mars-robotnik","Oakley Mars Robotnik","<h2>Oakley Mars Robotnik</h2>
<p>Oakley Mars Robotnik com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","191919485371712","150","shopify","5","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Mars Robotnik","FALSE","Oakley Mars Robotnik | Deroche Mantos","Compre Oakley Mars Robotnik na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-monster-dog","Oakley Monster Dog","<h2>Oakley Monster Dog</h2>
<p>Oakley Monster Dog com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","1939228","150","shopify","7","deny","manual","139.90","","TRUE","TRUE","","1","Oakley Monster Dog","FALSE","Oakley Monster Dog | Deroche Mantos","Compre Oakley Monster Dog na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-ott","Oakley Ott","<h2>Oakley Ott</h2>
<p>Oakley Ott com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","282828181","150","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Oakley Ott","FALSE","Oakley Ott | Deroche Mantos","Compre Oakley Ott na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-penny","Oakley Penny","<h2>Oakley Penny</h2>
<p>Oakley Penny com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","2827","150","shopify","7","deny","manual","119.90","","TRUE","TRUE","","1","Oakley Penny","FALSE","Oakley Penny | Deroche Mantos","Compre Oakley Penny na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-pit-boss-ii","Oakley Pit Boss II","<h2>Oakley Pit Boss II</h2>
<p>Oakley Pit Boss II com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","18281818181","150","shopify","2","deny","manual","139.90","","TRUE","TRUE","","1","Oakley Pit Boss II","FALSE","Oakley Pit Boss II | Deroche Mantos","Compre Oakley Pit Boss II na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-plantaris","Oakley Plantaris","<h2>Oakley Plantaris</h2>
<p>Oakley Plantaris com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","292828","150","shopify","13","deny","manual","129.90","","TRUE","TRUE","","1","Oakley Plantaris","FALSE","Oakley Plantaris | Deroche Mantos","Compre Oakley Plantaris na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-plantaris-sq","Oakley Plantaris SQ","<h2>Oakley Plantaris SQ</h2>
<p>Oakley Plantaris SQ com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","192929282","150","shopify","5","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Plantaris SQ","FALSE","Oakley Plantaris SQ | Deroche Mantos","Compre Oakley Plantaris SQ na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-plate","Oakley Plate","<h2>Oakley Plate</h2>
<p>Oakley Plate com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","2929191918","150","shopify","5","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Plate","FALSE","Oakley Plate | Deroche Mantos","Compre Oakley Plate na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-radar","Oakley Radar","<h2>Oakley Radar</h2>
<p>Oakley Radar com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","8181","150","shopify","23","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Radar","FALSE","Oakley Radar | Deroche Mantos","Compre Oakley Radar na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-radar-kit-5-lentes-extra","Oakley Radar Kit 5 Lentes Extra","<h2>Oakley Radar Kit 5 Lentes Extra</h2>
<p>Oakley Radar Kit 5 Lentes Extra com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","1838182","150","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Oakley Radar Kit 5 Lentes Extra","FALSE","Oakley Radar Kit 5 Lentes Extra | Deroche Mantos","Compre Oakley Radar Kit 5 Lentes Extra na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-radar-lock","Oakley Radar Lock","<h2>Oakley Radar Lock</h2>
<p>Oakley Radar Lock com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","182828282","150","shopify","8","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Radar Lock","FALSE","Oakley Radar Lock | Deroche Mantos","Compre Oakley Radar Lock na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-radar-plate","Oakley Radar Plate","<h2>Oakley Radar Plate</h2>
<p>Oakley Radar Plate com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","28281939292911","150","shopify","10","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Radar Plate","FALSE","Oakley Radar Plate | Deroche Mantos","Compre Oakley Radar Plate na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-sem-grau","Oakley Sem Grau","<h2>Oakley Sem Grau</h2>
<p>Oakley Sem Grau com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","18281828228","150","shopify","3","deny","manual","139.48","","TRUE","TRUE","","1","Oakley Sem Grau","FALSE","Oakley Sem Grau | Deroche Mantos","Compre Oakley Sem Grau na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-splice","Oakley Splice","<h2>Oakley Splice</h2>
<p>Oakley Splice com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","282828282829","150","shopify","4","deny","manual","149.90","","TRUE","TRUE","","1","Oakley Splice","FALSE","Oakley Splice | Deroche Mantos","Compre Oakley Splice na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oakley-thump","Oakley Thump","<h2>Oakley Thump</h2>
<p>Oakley Thump com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Oakley","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","1828282822","150","shopify","4","deny","manual","249.90","","TRUE","TRUE","","1","Oakley Thump","FALSE","Oakley Thump | Deroche Mantos","Compre Oakley Thump na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"palmeiras-branca-2025","Palmeiras Branca 2025","<h2>Palmeiras Branca 2025</h2>
<p>Camisa inspirada no uniforme do Palmeiras temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Palmeiras, Camisa Palmeiras, 2025, Camisas Futebol, Branca, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","282828383-G","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Palmeiras Branca 2025","FALSE","Palmeiras Branca 2025 | Deroche Mantos","Compre Palmeiras Branca 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"palmeiras-branca-2025","","","","","","","","Tamanho","XGG","","","282828383-XGG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"palmeiras-branca-2025","","","","","","","","Tamanho","4XGG","","","282828383-4XGG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"palmeiras-kidsuper-2025","Palmeiras Kidsuper 2025","<h2>Palmeiras Kidsuper 2025</h2>
<p>Camisa inspirada no uniforme do Palmeiras temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Palmeiras, Camisa Palmeiras, 2025, Camisas Futebol, Masculino, Futebol, Brasileirão","TRUE","Tamanho","4XGG","","","182818181282821818-4XGG","200","shopify","1","deny","manual","139.90","","TRUE","TRUE","","1","Palmeiras Kidsuper 2025","FALSE","Palmeiras Kidsuper 2025 | Deroche Mantos","Compre Palmeiras Kidsuper 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"palmeiras-retro-1994","Palmeiras Retrô 1994","<h2>Palmeiras Retrô 1994</h2>
<p>Camisa inspirada no uniforme do Palmeiras temporada 1994. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Palmeiras, Camisa Palmeiras, 1994, Camisas Futebol, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","18283828282-G","200","shopify","2","deny","manual","199.90","","TRUE","TRUE","","1","Palmeiras Retrô 1994","FALSE","Palmeiras Retrô 1994 | Deroche Mantos","Compre Palmeiras Retrô 1994 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"palmeiras-verde-2025","Palmeiras Verde 2025","<h2>Palmeiras Verde 2025</h2>
<p>Camisa inspirada no uniforme do Palmeiras temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Palmeiras, Camisa Palmeiras, 2025, Camisas Futebol, Verde, Masculino, Futebol, Brasileirão","TRUE","Tamanho","GG","","","19292928228181-GG","200","shopify","2","deny","manual","149.90","","TRUE","TRUE","","1","Palmeiras Verde 2025","FALSE","Palmeiras Verde 2025 | Deroche Mantos","Compre Palmeiras Verde 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"palmeiras-verde-2025","","","","","","","","Tamanho","XGG","","","19292928228181-XGG","200","shopify","3","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"palmeiras-verde-2025","","","","","","","","Tamanho","4XGG","","","19292928228181-4XGG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"palmeiras-verde-2026","Palmeiras Verde 2026","<h2>Palmeiras Verde 2026</h2>
<p>Camisa inspirada no uniforme do Palmeiras temporada 2026. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Palmeiras, Camisa Palmeiras, 2026, Camisas Futebol, Verde, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","18382828282-P","200","shopify","7","deny","manual","160.00","","TRUE","TRUE","","1","Palmeiras Verde 2026","FALSE","Palmeiras Verde 2026 | Deroche Mantos","Compre Palmeiras Verde 2026 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"palmeiras-verde-2026","","","","","","","","Tamanho","M","","","18382828282-M","200","shopify","4","deny","manual","160.00","","TRUE","TRUE","","","","","","","",""
"palmeiras-verde-2026","","","","","","","","Tamanho","G","","","18382828282-G","200","shopify","9","deny","manual","160.00","","TRUE","TRUE","","","","","","","",""
"palmeiras-verde-2026","","","","","","","","Tamanho","GG","","","18382828282-GG","200","shopify","4","deny","manual","160.00","","TRUE","TRUE","","","","","","","",""
"paris-saint-germain-azul-2025","Paris Saint Germain Azul 2025","<h2>Paris Saint Germain Azul 2025</h2>
<p>Camisa inspirada no uniforme do Paris Saint Germain temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Paris Saint Germain, Camisa Paris Saint Germain, 2025, Camisas Futebol, Azul, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","29392929238-G","200","shopify","2","deny","manual","149.90","","TRUE","TRUE","","1","Paris Saint Germain Azul 2025","FALSE","Paris Saint Germain Azul 2025 | Deroche Mantos","Compre Paris Saint Germain Azul 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"paris-saint-germain-azul-2025","","","","","","","","Tamanho","GG","","","29392929238-GG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"perfuma-khamrah-lattafa","Perfuma Khamrah Lattafa","<h2>Perfuma Khamrah Lattafa</h2>
<p>Perfuma Khamrah Lattafa — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Lattafa","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","2838182821818281","400","shopify","4","deny","manual","299.90","","TRUE","TRUE","","1","Perfuma Khamrah Lattafa","FALSE","Perfuma Khamrah Lattafa | Deroche Mantos","Compre Perfuma Khamrah Lattafa na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-9-am-dive","Perfume 9 AM Dive","<h2>Perfume 9 AM Dive</h2>
<p>Perfume 9 AM Dive — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","18281828182","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume 9 AM Dive","FALSE","Perfume 9 AM Dive | Deroche Mantos","Compre Perfume 9 AM Dive na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
